CODE,DESCRIPTION,LAST_UPDATED
C825,Diffuse follicle centre lymphoma,2025-09-10
C826,Cutaneous follicle centre lymphoma,2025-09-10
C827,Other types of follicular lymphoma,2025-09-10
C829,"Follicular lymphoma, unspecified",2025-09-10
C83,Non-follicular lymphoma,2025-09-10
C830,Small cell B-cell lymphoma,2025-09-10
C831,Mantle cell lymphoma,2025-09-10
C833,Diffuse large B-cell lymphoma,2025-09-10
C835,Lymphoblastic (diffuse) lymphoma,2025-09-10
C837,Burkitt lymphoma,2025-09-10
C838,Other non-follicular lymphoma,2025-09-10
C839,"Non-follicular (diffuse) lymphoma, unspecified",2025-09-10
C84,Mature T/NK-cell lymphomas,2025-09-10
C840,Mycosis fungoides,2025-09-10
C841,Sézary disease,2025-09-10
C844,"Peripheral T-cell lymphoma, not elsewhere classified",2025-09-10
C845,Other mature T/NK-cell lymphomas,2025-09-10
C846,"Anaplastic large cell lymphoma, ALK-positive",2025-09-10
C847,"Anaplastic large cell lymphoma, ALK-negative",2025-09-10
C848,"Cutaneous T-cell lymphoma, unspecified",2025-09-10
C849,"Mature T/NK-cell lymphoma, unspecified",2025-09-10
C85,Other and unspecified types of non-Hodgkin lymphoma,2025-09-10
C851,"B-cell lymphoma, unspecified",2025-09-10
C852,Mediastinal (thymic) large B-cell lymphoma,2025-09-10
C857,Other specified types of non-Hodgkin lymphoma,2025-09-10
C859,"Non-Hodgkin lymphoma, unspecified",2025-09-10
C86,Other specified types of T/NK-cell lymphoma,2025-09-10
C860,"Extranodal NK/T-cell lymphoma, nasal type",2025-09-10
C861,Hepatosplenic T-cell lymphoma,2025-09-10
C862,Enteropathy-type (intestinal) T-cell lymphoma,2025-09-10
C863,Subcutaneous panniculitis-like T-cell lymphoma,2025-09-10
C864,Blastic NK-cell lymphoma,2025-09-10
C865,Angioimmunoblastic T-cell lymphoma,2025-09-10
C866,Primary cutaneous CD30-positive T-cell proliferations,2025-09-10
C88,Malignant immunoproliferative diseases,2025-09-10
C880,Waldenström macroglobulinaemia,2025-09-10
C882,Other heavy chain disease,2025-09-10
C883,Immunoproliferative small intestinal disease,2025-09-10
C884,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lyphoma],2025-09-10
C887,Other malignant immunoproliferative diseases,2025-09-10
C889,"Malignant immunoproliferative disease, unspecified",2025-09-10
C90,Multiple myeloma and malignant plasma cell neoplasms,2025-09-10
C900,Multiple myeloma,2025-09-10
C901,Plasma cell leukaemia,2025-09-10
C902,Extramedullary plasmacytoma,2025-09-10
C903,Solitary plasmacytoma,2025-09-10
C91,Lymphoid leukaemia,2025-09-10
C910,Acute lymphoblastic leukaemia [ALL],2025-09-10
C911,Chronic lymphocytic leukaemia of B-cell type,2025-09-10
C913,Prolymphocytic leukaemia of B-cell type,2025-09-10
C914,Hairy-cell leukaemia,2025-09-10
C915,Adult T-cell lymphoma/leukaemia [HTLV-1-associated],2025-09-10
C916,Prolymphocytic leukaemia of T-cell type,2025-09-10
C917,Other lymphoid leukaemia,2025-09-10
C918,Mature B-cell leukaemia Burkitt-type,2025-09-10
C919,"Lymphoid leukaemia, unspecified",2025-09-10
C92,Myeloid leukaemia,2025-09-10
C920,Acute myeloblastic leukaemia [AML],2025-09-10
C921,"Chronic myeloid leukaemia [CML], BCR/ABL-positive",2025-09-10
C922,"Atypical chronic myeloid leukaemia, BCR/ABL- negative",2025-09-10
C923,Myeloid sarcoma,2025-09-10
C924,Acute promyelocytic leukaemia [PML],2025-09-10
C925,Acute myelomonocytic leukaemia,2025-09-10
C926,Acute myeloid leukaemia with 11q23-abnormality,2025-09-10
C927,Other myeloid leukaemia,2025-09-10
C928,Acute myeloid leukaemia with multilineage dysplasia,2025-09-10
C929,"Myeloid leukaemia, unspecified",2025-09-10
C93,Monocytic leukaemia,2025-09-10
C930,Acute monoblastic/monocytic leukaemia,2025-09-10
C931,Chronic myelomonocytic leukaemia,2025-09-10
C933,Juvenile myelomonocytic leukaemia,2025-09-10
C937,Other monocytic leukaemia,2025-09-10
C939,"Monocytic leukaemia, unspecified",2025-09-10
C94,Other leukaemias of specified cell type,2025-09-10
C940,Acute erythroid leukaemia,2025-09-10
C942,Acute megakaryoblastic leukaemia,2025-09-10
C943,Mast cell leukaemia,2025-09-10
C944,Acute panmyelosis with myelofibrosis,2025-09-10
C946,"Myelodysplastic and myeloproliferative disease, not elsewhere classified",2025-09-10
C947,Other specified leukaemias,2025-09-10
C95,Leukaemia of unspecified cell type,2025-09-10
C950,Acute leukaemia of unspecified cell type,2025-09-10
C951,Chronic leukaemia of unspecified cell type,2025-09-10
C957,Other leukaemia of unspecified cell type,2025-09-10
C959,"Leukaemia, unspecified",2025-09-10
C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",2025-09-10
C960,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease],2025-09-10
C962,Malignant mast cell tumour,2025-09-10
C964,Sarcoma of dendritic cells (accessory cells),2025-09-10
C965,Multifocal and unisystemic Langerhans-cell histiocytosis,2025-09-10
C966,Unifocal Langerhans-cell histiocytosis,2025-09-10
C967,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue",2025-09-10
C968,Histiocytic sarcoma,2025-09-10
C969,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified",2025-09-10
C97,Malignant neoplasms of independent (primary) multiple sites,2025-09-10
D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",2025-09-10
D000,"Carcinoma in situ: Lip, oral cavity and pharynx",2025-09-10
D001,Carcinoma in situ: Oesophagus,2025-09-10
D002,Carcinoma in situ: Stomach,2025-09-10
D01,Carcinoma in situ of other and unspecified digestive organs,2025-09-10
D010,Carcinoma in situ: Colon,2025-09-10
D011,Carcinoma in situ: Rectosigmoid junction,2025-09-10
D012,Carcinoma in situ: Rectum,2025-09-10
D013,Carcinoma in situ: Anus and anal canal,2025-09-10
D014,Carcinoma in situ: Other and unspecified parts of intestine,2025-09-10
D015,"Carcinoma in situ: Liver, gallbladder and bile ducts",2025-09-10
D017,Carcinoma in situ: Other specified digestive organs,2025-09-10
D019,"Carcinoma in situ: Digestive organ, unspecified",2025-09-10
D02,Carcinoma in situ of middle ear and respiratory system,2025-09-10
D020,Carcinoma in situ: Larynx,2025-09-10
D021,Carcinoma in situ: Trachea,2025-09-10
D022,Carcinoma in situ: Bronchus and lung,2025-09-10
D023,Carcinoma in situ: Other parts of respiratory system,2025-09-10
D024,"Carcinoma in situ: Respiratory system, unspecified",2025-09-10
D03,Melanoma in situ,2025-09-10
D030,Melanoma in situ of lip,2025-09-10
D031,"Melanoma in situ of eyelid, including canthus",2025-09-10
D032,Melanoma in situ of ear and external auricular canal,2025-09-10
D033,Melanoma in situ of other and unspecified parts of face,2025-09-10
D034,Melanoma in situ of scalp and neck,2025-09-10
D035,Melanoma in situ of trunk,2025-09-10
D036,"Melanoma in situ of upper limb, including shoulder",2025-09-10
D037,"Melanoma in situ of lower limb, including hip",2025-09-10
D038,Melanoma in situ of other sites,2025-09-10
D039,"Melanoma in situ, unspecified",2025-09-10
D04,Carcinoma in situ of skin,2025-09-10
D040,Carcinoma in situ: Skin of lip,2025-09-10
D041,"Carcinoma in situ: Skin of eyelid, including canthus",2025-09-10
D042,Carcinoma in situ: Skin of ear and external auricular canal,2025-09-10
D043,Carcinoma in situ: Skin of other and unspecified parts of face,2025-09-10
D044,Carcinoma in situ: Skin of scalp and neck,2025-09-10
D045,Carcinoma in situ: Skin of trunk,2025-09-10
D046,"Carcinoma in situ: Skin of upper limb, including shoulder",2025-09-10
D047,"Carcinoma in situ: Skin of lower limb, including hip",2025-09-10
D048,Carcinoma in situ: Skin of other sites,2025-09-10
D049,"Carcinoma in situ: Skin, unspecified",2025-09-10
D05,Carcinoma in situ of breast,2025-09-10
D050,Lobular carcinoma in situ,2025-09-10
D051,Intraductal carcinoma in situ,2025-09-10
D057,Other carcinoma in situ of breast,2025-09-10
D059,"Carcinoma in situ of breast, unspecified",2025-09-10
D06,Carcinoma in situ of cervix uteri,2025-09-10
D060,Carcinoma in situ: Endocervix,2025-09-10
D061,Carcinoma in situ: Exocervix,2025-09-10
D067,Carcinoma in situ: Other parts of cervix,2025-09-10
D069,"Carcinoma in situ: Cervix, unspecified",2025-09-10
D07,Carcinoma in situ of other and unspecified genital organs,2025-09-10
D070,Carcinoma in situ: Endometrium,2025-09-10
D071,Carcinoma in situ: Vulva,2025-09-10
D072,Carcinoma in situ: Vagina,2025-09-10
D073,Carcinoma in situ: Other and unspecified female genital organs,2025-09-10
D074,Carcinoma in situ: Penis,2025-09-10
D075,Carcinoma in situ: Prostate,2025-09-10
D076,Carcinoma in situ: Other and unspecified male genital organs,2025-09-10
D09,Carcinoma in situ of other and unspecified sites,2025-09-10
D090,Carcinoma in situ: Bladder,2025-09-10
D091,Carcinoma in situ: Other and unspecified urinary organs,2025-09-10
D092,Carcinoma in situ: Eye,2025-09-10
D093,Carcinoma in situ: Thyroid and other endocrine glands,2025-09-10
D097,Carcinoma in situ of other specified sites,2025-09-10
D099,"Carcinoma in situ, unspecified",2025-09-10
D10,Benign neoplasm of mouth and pharynx,2025-09-10
D100,Benign neoplasm: Lip,2025-09-10
D101,Benign neoplasm: Tongue,2025-09-10
D102,Benign neoplasm: Floor of mouth,2025-09-10
D103,Benign neoplasm: Other and unspecified parts of mouth,2025-09-10
D104,Benign neoplasm: Tonsil,2025-09-10
D105,Benign neoplasm: Other parts of oropharynx,2025-09-10
D106,Benign neoplasm: Nasopharynx,2025-09-10
D107,Benign neoplasm: Hypopharynx,2025-09-10
D109,"Benign neoplasm: Pharynx, unspecified",2025-09-10
D11,Benign neoplasm of major salivary glands,2025-09-10
D110,Benign neoplasm: Parotid gland,2025-09-10
D117,Benign neoplasm: Other major salivary glands,2025-09-10
D119,"Benign neoplasm: Major salivary gland, unspecified",2025-09-10
D12,"Benign neoplasm of colon, rectum, anus and anal canal",2025-09-10
D120,Benign neoplasm: Caecum,2025-09-10
D121,Benign neoplasm: Appendix,2025-09-10
D122,Benign neoplasm: Ascending colon,2025-09-10
D123,Benign neoplasm: Transverse colon,2025-09-10
D124,Benign neoplasm: Descending colon,2025-09-10
D125,Benign neoplasm: Sigmoid colon,2025-09-10
D126,"Benign neoplasm: Colon, unspecified",2025-09-10
D127,Benign neoplasm: Rectosigmoid junction,2025-09-10
D128,Benign neoplasm: Rectum,2025-09-10
D129,Benign neoplasm: Anus and anal canal,2025-09-10
D13,Benign neoplasm of other and ill-defined parts of digestive system,2025-09-10
D130,Benign neoplasm: Oesophagus,2025-09-10
D131,Benign neoplasm: Stomach,2025-09-10
D132,Benign neoplasm: Duodenum,2025-09-10
D133,Benign neoplasm: Other and unspecified parts of small intestine,2025-09-10
D134,Benign neoplasm: Liver,2025-09-10
D135,Benign neoplasm: Extrahepatic bile ducts,2025-09-10
D136,Benign neoplasm: Pancreas,2025-09-10
D137,Benign neoplasm: Endocrine pancreas,2025-09-10
D139,Benign neoplasm: Ill-defined sites within the digestive system,2025-09-10
D14,Benign neoplasm of middle ear and respiratory system,2025-09-10
D140,"Benign neoplasm: Middle ear, nasal cavity and accessory sinuses",2025-09-10
D141,Benign neoplasm: Larynx,2025-09-10
D142,Benign neoplasm: Trachea,2025-09-10
D143,Benign neoplasm: Bronchus and lung,2025-09-10
D144,"Benign neoplasm: Respiratory system, unspecified",2025-09-10
D15,Benign neoplasm of other and unspecified intrathoracic organs,2025-09-10
D150,Benign neoplasm: Thymus,2025-09-10
D151,Benign neoplasm: Heart,2025-09-10
D152,Benign neoplasm: Mediastinum,2025-09-10
D157,Benign neoplasm: Other specified intrathoracic organs,2025-09-10
D159,"Benign neoplasm: Intrathoracic organ, unspecified",2025-09-10
D16,Benign neoplasm of bone and articular cartilage,2025-09-10
D160,Benign neoplasm: Scapula and long bones of upper limb,2025-09-10
D161,Benign neoplasm: Short bones of upper limb,2025-09-10
D162,Benign neoplasm: Long bones of lower limb,2025-09-10
D163,Benign neoplasm: Short bones of lower limb,2025-09-10
D164,Benign neoplasm: Bones of skull and face,2025-09-10
D165,Benign neoplasm: Lower jaw bone,2025-09-10
D166,Benign neoplasm: Vertebral column,2025-09-10
D167,"Benign neoplasm: Ribs, sternum and clavicle",2025-09-10
D168,"Benign neoplasm: Pelvic bones, sacrum and coccyx",2025-09-10
D169,"Benign neoplasm: Bone and articular cartilage, unspecified",2025-09-10
D17,Benign lipomatous neoplasm,2025-09-10
D170,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",2025-09-10
D171,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,2025-09-10
D172,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,2025-09-10
D173,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,2025-09-10
D174,Benign lipomatous neoplasm of intrathoracic organs,2025-09-10
D175,Benign lipomatous neoplasm of intra-abdominal organs,2025-09-10
D176,Benign lipomatous neoplasm of spermatic cord,2025-09-10
D177,Benign lipomatous neoplasm of other sites,2025-09-10
D179,"Benign lipomatous neoplasm, unspecified",2025-09-10
D18,"Haemangioma and lymphangioma, any site",2025-09-10
D180,"Haemangioma, any site",2025-09-10
D181,"Lymphangioma, any site",2025-09-10
D19,Benign neoplasm of mesothelial tissue,2025-09-10
D190,Benign neoplasm: Mesothelial tissue of pleura,2025-09-10
D191,Benign neoplasm: Mesothelial tissue of peritoneum,2025-09-10
D197,Benign neoplasm: Mesothelial tissue of other sites,2025-09-10
D199,"Benign neoplasm: Mesothelial tissue, unspecified",2025-09-10
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,2025-09-10
D200,Benign neoplasm: Retroperitoneum,2025-09-10
D201,Benign neoplasm: Peritoneum,2025-09-10
D21,Other benign neoplasms of connective and other soft tissue,2025-09-10
D210,"Benign neoplasm: Connective and other soft tissue of head, face and neck",2025-09-10
D211,"Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder",2025-09-10
D212,"Benign neoplasm: Connective and other soft tissue of lower limb, including hip",2025-09-10
D213,Benign neoplasm: Connective and other soft tissue of thorax,2025-09-10
D214,Benign neoplasm: Connective and other soft tissue of abdomen,2025-09-10
D215,Benign neoplasm: Connective and other soft tissue of pelvis,2025-09-10
D216,"Benign neoplasm: Connective and other soft tissue of trunk, unspecified",2025-09-10
D219,"Benign neoplasm: Connective and other soft tissue, unspecified",2025-09-10
D22,Melanocytic naevi,2025-09-10
D220,Melanocytic naevi of lip,2025-09-10
D221,"Melanocytic naevi of eyelid, including canthus",2025-09-10
D222,Melanocytic naevi of ear and external auricular canal,2025-09-10
D223,Melanocytic naevi of other and unspecified parts of face,2025-09-10
D224,Melanocytic naevi of scalp and neck,2025-09-10
D225,Melanocytic naevi of trunk,2025-09-10
D226,"Melanocytic naevi of upper limb, including shoulder",2025-09-10
D227,"Melanocytic naevi of lower limb, including hip",2025-09-10
D229,"Melanocytic naevi, unspecified",2025-09-10
D23,Other benign neoplasms of skin,2025-09-10
D230,Benign neoplasm: Skin of lip,2025-09-10
D231,"Benign neoplasm: Skin of eyelid, including canthus",2025-09-10
D232,Benign neoplasm: Skin of ear and external auricular canal,2025-09-10
D233,Benign neoplasm: Skin of other and unspecified parts of face,2025-09-10
D234,Benign neoplasm: Skin of scalp and neck,2025-09-10
D235,Benign neoplasm: Skin of trunk,2025-09-10
D236,"Benign neoplasm: Skin of upper limb, including shoulder",2025-09-10
D237,"Benign neoplasm: Skin of lower limb, including hip",2025-09-10
D239,"Benign neoplasm: Skin, unspecified",2025-09-10
D24,Benign neoplasm of breast,2025-09-10
D25,Leiomyoma of uterus,2025-09-10
D250,Submucous leiomyoma of uterus,2025-09-10
D251,Intramural leiomyoma of uterus,2025-09-10
D252,Subserosal leiomyoma of uterus,2025-09-10
D259,"Leiomyoma of uterus, unspecified",2025-09-10
D26,Other benign neoplasms of uterus,2025-09-10
D260,Other benign neoplasm: Cervix uteri,2025-09-10
D261,Other benign neoplasm: Corpus uteri,2025-09-10
D267,Other benign neoplasm: Other parts of uterus,2025-09-10
D269,"Other benign neoplasm: Uterus, unspecified",2025-09-10
D27,Benign neoplasm of ovary,2025-09-10
D28,Benign neoplasm of other and unspecified female genital organs,2025-09-10
D280,Benign neoplasm: Vulva,2025-09-10
D281,Benign neoplasm: Vagina,2025-09-10
D282,Benign neoplasm: Uterine tubes and ligaments,2025-09-10
D287,Benign neoplasm: Other specified female genital organs,2025-09-10
D289,"Benign neoplasm: Female genital organ, unspecified",2025-09-10
D29,Benign neoplasm of male genital organs,2025-09-10
D290,Benign neoplasm: Penis,2025-09-10
D291,Benign neoplasm: Prostate,2025-09-10
D292,Benign neoplasm: Testis,2025-09-10
D293,Benign neoplasm: Epididymis,2025-09-10
D294,Benign neoplasm: Scrotum,2025-09-10
D297,Benign neoplasm: Other male genital organs,2025-09-10
D299,"Benign neoplasm: Male genital organ, unspecified",2025-09-10
D30,Benign neoplasm of urinary organs,2025-09-10
D300,Benign neoplasm: Kidney,2025-09-10
D301,Benign neoplasm: Renal pelvis,2025-09-10
D302,Benign neoplasm: Ureter,2025-09-10
D303,Benign neoplasm: Bladder,2025-09-10
D304,Benign neoplasm: Urethra,2025-09-10
D307,Benign neoplasm: Other urinary organs,2025-09-10
D309,"Benign neoplasm: Urinary organ, unspecified",2025-09-10
D31,Benign neoplasm of eye and adnexa,2025-09-10
